date,Bower (JS),Clojars (Clojure),CPAN,CPAN (search),CRAN (R),Crates.io (Rust),GoDoc (Go),Hackage (Haskell),Hex.pm (Elixir/Erlang),LuaRocks (Lua),Maven Central (Java),MELPA (Emacs),npm (node.js),nuget (.NET),Packagist (PHP),Pear (PHP),PyPI,Rubygems.org
2014/11/20,22735,10888,30767,30768,6085,,39622,7220,309,,91363,2112,107348,29285,43217,599,51752,
2014/11/21,22794,10903,30770,30769,6092,,39742,7223,309,,91452,2114,107544,29346,43303,599,51811,
2014/11/22,22850,10919,30776,30767,6098,,39857,7268,310,,91496,2115,107711,29426,43390,599,51857,
2014/11/23,22877,10928,30769,30769,6101,,39943,7273,313,,91572,2117,107892,29461,43450,599,51891,92131
2014/11/24,22902,10939,30777,30775,6102,,40014,7277,317,,91605,2120,108115,29496,43525,599,51928,92181
2014/11/25,22949,10947,30779,30779,6101,375,40098,7281,319,,91730,2123,108335,29531,43612,599,51984,92241
2014/11/26,22997,10958,30789,30791,6108,387,40177,7287,320,,91780,2124,108548,29540,43695,599,52038,92314
2014/11/27,23048,10965,30800,30801,6115,395,40267,7292,320,,91837,2127,108777,29560,43803,599,52090,92366
2014/11/28,23116,10977,30805,30805,6120,397,40361,7294,321,,91872,2129,108971,29666,43880,599,52132,92414
2014/11/29,23170,10986,30806,30808,6123,407,40452,7301,324,,91948,2132,109162,29684,43938,599,52153,92454
2014/11/30,23212,10990,30817,30820,6122,414,40481,7309,326,,92032,2135,109316,29614,43986,599,52179,92488
2014/12/01,23274,11005,30822,30822,6127,415,40530,7313,328,,92057,2138,109499,29643,44072,599,52219,92531
2014/12/02,23340,11017,30828,30830,6134,420,40620,7318,329,,92214,2138,109697,29675,44167,599,52274,92575
2014/12/03,23409,11030,30837,30848,6141,430,40743,7327,330,,92331,2138,109918,29723,44247,599,52313,92637
2014/12/04,23455,11025,30855,30856,6144,434,40831,7330,332,,92415,2139,110118,29752,44363,599,52362,92693
2014/12/05,23531,11028,30868,30867,6143,441,41112,7333,334,,92557,2147,110308,29795,44452,599,52404,92745
2014/12/06,23586,11033,30873,30873,6143,446,41179,7338,334,,92617,2149,110505,29839,44521,599,52449,92781
2014/12/07,23643,11042,30879,30879,6144,456,41232,7338,338,,92668,2150,110669,29868,44559,599,52496,92821
2014/12/08,23659,11052,30876,30876,6084,466,41307,7342,339,,92702,2154,110864,29893,44648,599,52527,92867
2014/12/09,23714,11064,30876,30878,6087,480,41379,7350,339,,92758,2157,111126,29923,44738,599,52580,92938
2014/12/10,23779,11071,30885,30890,6092,486,41514,7366,339,,92828,2158,,29958,44822,599,52627,92990
2014/12/11,23830,11082,30914,30914,6100,496,41659,7378,339,,92951,2160,,29996,44987,599,52679,93046
2014/12/12,23886,11092,30926,30926,6103,516,41828,7390,340,,93009,2160,,30044,45083,599,52730,93126
2014/12/13,23949,11099,30935,30935,6105,520,41972,7393,342,,93076,2165,,30075,45152,599,52757,93193
2014/12/14,23974,11102,30935,30936,6107,535,42051,7398,342,,93101,2169,,30089,45210,599,52787,93233
2014/12/15,24010,11113,30950,30950,6106,542,42247,7406,344,,93143,2175,,30107,45276,599,52834,93270
2014/12/16,24067,11127,30952,30952,6113,549,42351,7408,344,,93199,2178,,30129,45383,599,52911,93332
2014/12/17,24136,11136,30950,30952,6121,559,42486,7412,346,,93276,2179,,30167,45485,599,52947,93388
2014/12/18,24205,11145,30962,30962,6124,575,42702,7423,346,,93468,2182,,30205,45599,599,53004,93449
2014/12/19,24281,11159,30966,30967,6126,581,42825,7430,346,,93558,2183,,30242,45697,599,53055,93491
2014/12/20,24330,11164,30972,30972,6126,591,42910,7436,347,,93595,2186,,30273,45757,599,53092,93539
2014/12/21,24373,11170,30977,30977,6130,594,42967,7438,353,,93634,2186,,30293,45823,599,53125,93568
2014/12/22,24417,11173,30983,30983,6126,603,43048,7440,358,,93683,2186,,30319,45870,599,53166,93615
2014/12/23,24457,11182,30992,30992,6128,608,43145,7440,358,,93854,2188,,30369,45918,599,53224,93650
2014/12/24,24507,11188,31000,31000,6133,613,43222,7444,358,,93935,2190,,30395,46013,599,53265,93702
2014/12/25,24541,11193,31001,31002,6133,616,43410,7448,360,,93985,2191,,30405,46065,599,53299,93741
2014/12/26,24562,11205,31007,31007,6134,620,43532,7451,361,,94021,2192,,30434,46115,599,53318,93760
2014/12/27,24591,11219,31011,31012,6133,627,43626,7454,363,,94049,2194,,30454,46163,599,53342,93786
2014/12/28,24638,11228,31019,31020,6134,635,43768,7459,364,,94074,2195,,30472,46212,599,53380,93813
2014/12/29,24678,11237,31029,31030,6133,638,43917,7467,366,,94111,2198,,30497,46290,599,53421,93854
2014/12/30,24734,11242,31039,31041,6139,648,43981,7469,370,,94243,2200,,30522,46363,599,53463,93904
2014/12/31,24804,11256,31050,31050,6142,652,44201,7474,377,,94290,2202,,30573,46438,599,53493,93949
2015/01/01,24855,11263,31051,31049,6149,656,44484,7481,378,,94369,2202,115298,30592,46480,599,53529,93977
2015/01/02,24887,11268,31056,31059,6152,661,44537,7489,378,,94399,2203,115448,30621,46532,599,53327,94002
2015/01/03,24933,11277,31066,31066,6154,667,44588,7490,381,,94436,2206,115625,30656,46610,599,53375,94047
2015/01/04,24970,11283,31075,31076,6158,681,44640,7495,381,,94457,2208,115795,30679,46674,599,53409,94083
2015/01/05,25020,11296,31077,31077,6164,691,45561,7502,382,,94516,2212,115991,30726,46742,599,53450,94122
2015/01/06,25090,11313,31085,31085,6167,700,46083,7506,384,,94599,2216,116187,30779,46810,599,53496,94177
2015/01/07,25152,11328,31094,31096,6170,707,46256,7511,388,,94685,2221,116433,30799,46905,599,53542,94235
2015/01/08,25231,11337,31097,31098,6174,716,46343,7518,390,,94747,2225,116690,30845,46990,599,53585,94313
2015/01/09,25286,11345,31103,31104,6179,722,46545,7521,391,,94792,2225,116941,30875,47090,599,53641,94354
2015/01/10,25337,11353,31114,31115,6183,733,46695,7525,391,,94846,2233,117148,30906,47151,599,53669,94413
2015/01/11,25377,11362,31119,31120,6184,743,46791,7528,391,,94846,2234,117324,30927,47246,599,53703,94446
2015/01/12,25414,11380,31123,31124,6187,749,46949,7532,393,,94937,2235,117532,30941,47385,599,53744,94488
2015/01/13,25476,11391,31131,31131,6193,756,47593,7536,394,,95036,2238,117737,30983,47489,599,53795,94548
2015/01/14,25560,11399,31130,31132,6200,758,47715,7537,394,,95137,2235,117980,31026,47577,599,53838,94598
2015/01/15,25622,11410,31140,31141,6196,770,47840,7541,394,,95254,2236,118222,31068,47684,599,53890,94655
2015/01/16,25679,11420,31138,31138,6198,774,47993,7544,395,,95343,2237,118441,31110,47794,599,53934,94709
2015/01/17,25717,11424,31143,31143,6201,779,48111,7549,399,,95422,2240,118659,31150,47874,599,53984,94753
2015/01/18,25770,11435,31146,31146,6203,788,48263,7555,400,,95460,2244,118823,31173,47944,599,54042,94797
2015/01/19,25800,11438,31148,31148,6204,801,48452,7561,403,,95516,2246,119032,31221,48054,599,54084,94837
2015/01/20,25883,11451,31157,31157,6205,809,48620,7564,404,,95163,2247,119261,31282,48158,599,54133,94903
2015/01/21,25958,11461,31162,31162,6210,821,48765,7570,406,,95705,2251,119558,31326,48250,599,54183,94966
2015/01/22,26026,11471,31172,31175,6215,828,48857,7571,408,,95802,2255,119821,31380,48324,599,54233,95036
2015/01/23,26088,11483,31184,31184,6219,834,48923,7575,411,,95870,2259,120092,31416,48405,599,54289,95102
2015/01/24,26140,11489,31187,31187,6221,842,49021,7580,412,,95960,2259,120294,31452,48453,599,54350,95145
2015/01/25,26197,11502,31193,31193,6221,853,49077,7585,412,,96043,2259,120486,31484,48518,599,54381,95175
2015/01/26,26259,11512,31195,31195,6225,864,49133,7586,414,,96093,2259,120736,31500,48616,599,54408,95224
2015/01/27,26349,11522,31203,31203,6232,1280,49241,7593,415,,96165,2261,121078,31567,48732,600,54456,95297
2015/01/28,26411,11537,31211,31211,6239,1284,49290,7595,417,,96242,2265,121344,31616,48838,600,54512,95350
2015/01/29,26490,11545,31217,31217,6245,1288,49369,7599,419,,96353,2267,121598,31653,48929,600,54564,95421
2015/01/30,26581,11558,31215,31214,6251,1291,49535,7602,421,,96411,2270,121914,31695,49006,600,54613,95497
2015/01/31,26640,11570,31219,31219,6258,1293,49773,7605,421,,96592,2273,122150,31719,49089,600,54640,95554
2015/02/01,26677,11575,31229,31230,6258,1305,50021,7610,421,,96631,2273,122334,31740,49154,600,54675,95602
2015/02/02,26716,11591,31238,31238,6259,1311,50264,7614,422,,96669,2283,122559,31769,49263,600,54723,95653
2015/02/03,26785,11597,31242,31244,6264,1316,50567,7616,423,,96803,2290,122812,31847,49378,600,54770,95709
2015/02/04,26852,11602,31250,31250,6272,1320,50945,7617,423,,96877,2291,123082,31893,49497,600,54838,95766
2015/02/05,26914,11613,31254,31254,6278,1327,51139,7619,424,,96979,2292,123348,31932,49602,600,54882,95832
2015/02/06,26974,11625,31262,31265,6273,1330,51522,7623,425,,97064,2292,123610,31980,49703,600,54961,95900
2015/02/07,27027,11636,31271,31272,6277,1334,51795,7626,427,,97116,2294,123889,32026,49781,600,55000,95959
2015/02/08,27069,11640,31275,31275,6279,1339,52261,7630,430,,97146,2294,124061,32041,49864,600,54970,96007
2015/02/09,27121,11653,31280,31281,6284,1341,52439,7636,434,,97240,2295,124292,32077,49960,600,55015,96067
2015/02/10,27185,11669,31286,31286,6291,1345,55604,7638,436,,97316,2295,124610,32138,50056,600,55067,96128
2015/02/11,27269,11678,31290,31291,6300,1357,55761,7640,438,,97375,2295,124831,32179,50196,600,55125,96181
2015/02/12,27346,11687,31295,31295,6304,1364,55961,7651,439,,97449,2301,125055,32234,50297,600,55175,96252
2015/02/13,27406,11696,31303,31303,6306,1377,56068,7659,441,,97493,2302,125282,32258,50433,600,55225,96333
2015/02/14,27456,11705,31313,31313,6311,1379,56322,7664,441,,97586,2302,125466,32293,50518,600,55254,96388
2015/02/15,27497,11713,31320,31320,6317,1383,56539,7667,442,,97632,2309,125646,32322,50591,600,55291,96416
2015/02/16,27548,11718,31326,31326,6317,1388,56645,7672,443,,97658,2313,125887,32359,50672,600,55355,96464
2015/02/17,27588,11726,31331,31333,6325,1393,56774,7680,443,,97834,2315,126165,32401,50766,600,55405,96525
2015/02/18,27646,11730,31341,31347,6332,1398,56890,7682,443,,97959,2318,126382,32436,50870,600,55449,96590
2015/02/19,27692,11738,31353,31353,6339,1405,57002,7684,444,,98037,2320,126602,32473,50985,600,55495,96656
2015/02/20,27766,11758,31360,31359,6347,1406,57119,7690,447,,98091,2323,126847,32508,51114,600,55570,96720
2015/02/21,27831,11769,31370,31373,6347,1412,57289,7695,449,,98128,2325,127054,32542,51175,600,55614,96772
2015/02/22,27873,11775,31382,31382,6351,1424,57673,7700,451,,98156,2327,127237,32595,51237,600,55646,96820
2015/02/23,27924,11789,31385,31386,6364,1431,58034,7713,453,,98247,2329,127449,32619,51384,600,55356,96884
2015/02/24,28001,11795,31387,31387,6369,1436,58236,7715,455,,98327,2330,127714,32663,51478,600,55406,96954
2015/02/25,0,11807,31390,31391,6375,1445,58403,7720,455,,98427,2333,127986,32716,51589,600,55453,97016
2015/02/26,0,11816,31394,31394,6377,1449,58556,7727,457,,98486,2333,128261,32757,51705,600,55515,97090
2015/02/27,0,11835,31399,31399,6379,1465,58736,7737,459,,98596,2333,128547,32792,51819,600,55588,97155
2015/02/28,28277,11852,31404,31404,6381,1469,58842,7739,459,,98702,2337,128781,32818,51929,600,55646,97218
2015/03/01,28323,11860,31409,31409,6388,1474,59034,7741,461,,98751,2339,128950,32859,51998,600,55686,97264
2015/03/02,28374,11876,31419,31420,6389,1483,59244,7750,464,,98850,2344,129126,32897,52111,600,55753,97317
2015/03/03,28459,11892,31422,31421,6370,1490,59595,7751,468,,98949,2345,129395,32964,52252,600,55807,97362
2015/03/04,28546,11907,31430,31430,6381,1494,59774,7754,468,,99086,2349,129655,33008,52361,600,55876,97427
2015/03/05,28627,11919,31437,31438,6389,1500,59927,7758,470,,99188,2351,129921,33123,52492,600,55946,97493
2015/03/06,28684,11932,31443,31443,6396,1504,60107,7760,473,,99325,2352,130305,33233,52579,600,55994,97576
2015/03/07,28742,11940,31448,31450,6399,1505,60302,7765,475,,99381,2353,130530,33287,52645,600,56036,97633
2015/03/08,28775,11952,31452,31452,6401,1511,60413,7767,476,,99460,2354,130730,33337,52714,600,56091,97680
2015/03/09,28821,11965,31460,31460,6402,1514,60583,7776,478,,99573,2355,130987,33385,52830,600,56134,97735
2015/03/10,28879,11973,31465,31465,6404,1524,60673,7776,480,670,99627,2355,131169,33437,52884,600,56201,97766
2015/03/11,28959,11991,31471,31471,6415,1527,60827,7781,484,670,99769,2355,131508,33497,53041,600,56290,97851
2015/03/12,29030,12001,31472,31472,6417,1536,61014,7785,485,670,99903,2356,131780,33540,53131,600,56346,97904
2015/03/13,29092,12018,31474,31474,6408,1539,61204,7787,486,670,100005,2358,132050,33573,53265,600,56394,97948
2015/03/14,29151,12023,31474,31474,6408,1550,61366,7793,487,670,100055,2362,132255,33536,53365,600,56428,97996
2015/03/15,29205,12025,31482,31482,6411,1559,61511,7799,489,670,100084,2362,132466,33556,53455,600,56452,98047
2015/03/16,29252,12035,31488,31488,6413,1566,61641,7804,489,672,100129,2365,132723,33588,53575,600,56503,98105
2015/03/17,29318,12044,31493,31495,6418,1569,61857,7811,489,673,100362,2368,133008,33638,53687,600,56561,98177
2015/03/18,29391,12052,31503,31503,6421,1571,62034,7816,492,676,100525,2370,133284,33813,53787,600,56621,98249
2015/03/19,29512,12121,31511,31511,6424,1584,62127,7817,495,677,100607,2370,133565,33854,53893,600,56683,98325
2015/03/20,29578,12131,31514,31514,6427,1593,62349,7820,496,679,100745,2370,133831,33896,53994,600,56733,98391
2015/03/21,29628,12136,31523,31523,6429,1599,62465,7825,497,681,100866,2372,134089,33966,54080,600,56799,98437
2015/03/22,29665,12153,31530,31530,6433,1604,62557,7832,498,684,100893,2373,134287,34000,54163,600,56843,98481
2015/03/23,29702,12164,31539,31539,6437,1675,62679,7840,499,685,100938,2373,134516,34036,54242,600,56903,98542
2015/03/24,29781,12170,31550,31551,6440,1682,62713,7845,503,686,101025,2376,134773,34096,54337,600,56966,98605
2015/03/25,29841,12175,31558,31558,6446,1688,62760,7852,517,687,101121,2376,135080,34149,54445,600,57024,98680
2015/03/26,29913,12184,31558,31558,6447,1690,62792,7857,520,690,101266,2378,135361,34192,54572,600,57083,98762
2015/03/27,29985,12195,31562,31562,6452,1693,62779,7862,521,690,101372,2382,135617,34239,54669,600,57141,98825
2015/03/28,30025,12214,31567,31567,6456,1700,62822,7867,521,691,101472,2384,135843,34281,54746,600,57197,98892
2015/03/29,30053,12220,31575,31575,6457,1704,62857,7871,522,691,101544,2387,136028,34315,54805,600,57242,98927
2015/03/30,30112,12226,31580,31580,6459,1706,62893,7882,523,692,101641,2391,136209,34361,54909,600,57286,98982
2015/03/31,30185,12235,31585,31585,6463,1714,62929,7885,523,691,101742,2391,136513,34401,55022,600,57349,99050
2015/04/01,30260,12244,31596,31596,6470,1723,62961,7894,523,691,101835,2392,136792,34458,55126,600,57413,99115
2015/04/02,30311,12256,31601,31601,6478,1728,63002,7901,524,691,101919,2394,137078,34526,55240,600,57474,99171
2015/04/03,30381,12262,31604,31604,6479,1732,63023,7907,527,691,102016,2396,137289,34600,55320,600,57531,99216
2015/04/04,30444,12216,31610,31610,6485,1735,63033,7912,527,692,102077,2401,137484,34634,55388,600,57568,99270
2015/04/05,30475,12223,31617,31617,6487,1746,63082,7923,529,692,102106,2401,137695,34659,55451,600,57600,99309
2015/04/06,30541,12230,31622,31622,6488,1753,63121,7928,529,694,102155,2398,137902,34692,55501,600,57639,99364
2015/04/07,30593,12242,31628,31627,6490,1770,63160,7931,533,697,102234,2398,138531,34736,55625,600,57692,99433
2015/04/08,30656,12258,31630,31630,6497,1778,63202,7932,533,698,102356,2398,138807,34801,55723,600,57755,99501
2015/04/09,30715,12266,31637,31637,6503,1786,63250,7937,537,698,102446,2400,139102,34847,55845,600,57817,99577
2015/04/10,30789,12273,31643,31644,6508,1798,63284,7941,538,699,102485,2400,139382,34917,55917,600,57886,99645
2015/04/11,30866,12277,31654,31654,6513,1808,63347,7944,540,702,102595,2402,139637,34961,55977,600,57934,99698
2015/04/12,30905,12282,31657,31657,6515,1814,63376,7951,543,702,102675,2406,139823,34988,56027,600,57983,99743
2015/04/13,30968,12295,31664,31664,6517,1827,63407,7958,546,703,102718,2408,140066,35012,56104,600,58031,99791
2015/04/14,31043,12303,31666,31666,6520,1832,63473,7963,547,707,102732,2408,140292,35063,56211,600,57950,99839
2015/04/15,31110,12310,31670,31670,6524,1839,63554,7967,548,707,102732,2410,140558,35107,56306,600,58003,99900
2015/04/16,31169,12325,31674,31674,6533,1844,63619,7977,549,708,103012,2414,140883,35157,56388,600,58078,99960
2015/04/17,31250,12335,31680,31679,6537,1849,63686,7984,553,711,103126,2415,141135,35208,56483,600,58133,100008
2015/04/18,31315,12343,31692,31692,6539,1856,63742,7988,556,714,103223,2416,141380,35235,56545,600,58180,100072
2015/04/19,31358,12352,31700,31700,6543,1863,63787,7989,556,714,103266,2419,141547,35280,56600,600,58220,100103
2015/04/20,31407,12361,31706,31706,6548,1870,63849,8004,560,715,103336,2422,141787,35320,56685,600,58280,100135
2015/04/21,31496,12370,31711,31711,6551,1878,63902,8010,560,718,103427,2424,142071,35356,56769,600,58353,100192
2015/04/22,31606,12379,31718,31718,6552,1886,63955,8015,561,718,103537,2426,142355,35412,56868,600,58445,100253
2015/04/23,31692,12388,31705,31705,6558,1893,64045,8031,564,718,103616,2426,142643,35474,56998,600,58497,100328
2015/04/24,31762,12402,31713,31713,6559,1897,64098,8039,568,718,103694,2427,142894,35518,57118,600,58547,100387
2015/04/25,31803,12407,31725,31725,6559,1914,64185,8043,570,718,103784,2429,143132,35562,57216,600,58596,100431
2015/04/26,31907,12409,31731,31731,6560,1928,64255,8046,574,720,103806,2431,143322,35589,57302,600,58634,100457
2015/04/27,31927,12416,31739,31739,6562,1933,64303,8056,577,721,103838,2434,143570,35628,57376,600,58666,100508
2015/04/28,31974,12427,31745,31745,6571,1938,64359,8060,579,721,103931,2435,143889,35689,57480,600,58717,100572
2015/04/29,32036,12441,31751,31751,6575,1945,64404,8067,581,721,104030,2439,144163,35756,57580,600,58773,100613
2015/04/30,32112,12451,31757,31762,6584,1956,64478,8071,581,722,104217,2439,144521,35918,57672,600,58858,100669
2015/05/01,32194,12458,31769,31769,6587,1958,64545,8073,584,722,104280,2439,144743,36016,57748,600,58930,100721
2015/05/02,32231,12465,31772,31772,6591,1964,64594,8075,586,722,104341,2441,144966,36041,57795,600,58963,100757
2015/05/03,32271,12472,31776,31776,6599,1971,64678,8083,586,722,104387,2446,145165,36071,57863,600,59008,100782
2015/05/04,32329,12482,31778,31778,6603,1981,64721,8085,591,723,104427,2447,145414,36097,57950,600,59062,100823
2015/05/05,32432,12493,31783,31783,6609,1990,64775,8091,593,723,104527,2455,145709,36135,58049,600,59108,100894
2015/05/06,32502,12504,31786,31786,6618,2000,64827,8095,593,723,104655,2458,146015,36174,58124,600,59167,100955
2015/05/07,32553,12516,31791,31791,6621,2003,64881,8101,,723,104745,2460,146323,36231,58231,600,59230,101023
2015/05/08,32644,12527,31794,31794,6626,2011,64912,8110,,724,104819,2463,146590,36271,58325,600,59292,101068
2015/05/09,32688,12536,31796,31796,6631,2024,64938,8117,,724,104905,2463,146877,36336,58381,600,59345,101115
2015/05/10,32737,12539,31804,31804,6632,2031,64958,8122,,724,104976,2463,147162,36358,58436,600,59383,101154
2015/05/11,32787,12548,31805,31805,6635,2038,64983,8124,,726,105116,2464,147438,36386,58532,600,59434,101206
2015/05/12,32853,12561,31806,31806,6638,2043,65023,8136,,727,105312,2466,147680,36441,58631,600,59497,101262
2015/05/13,32883,12569,31812,31812,6639,2060,65058,8138,,728,105380,2466,147993,36502,58729,600,59564,101315
2015/05/14,32948,12575,31820,31820,6646,2065,65080,8141,,728,105437,2469,148271,36555,58836,600,59635,101360
2015/05/15,33043,12581,31829,31829,6647,2073,65130,8149,,728,105504,2471,148541,36616,58939,600,59678,101446
2015/05/16,33119,12599,31841,31841,6650,2077,65196,8150,,728,105600,2474,148795,36666,59037,600,59724,101476
2015/05/17,33161,12613,31849,31849,6652,2092,65249,8152,,727,105643,2473,148966,36697,59108,600,59771,101505
2015/05/18,33179,12622,31853,31853,6657,2100,65317,8158,,728,105738,2479,149187,36762,59191,600,59830,101551
2015/05/19,33268,12633,31860,31860,6665,2105,65364,8163,,729,105874,2479,149474,36798,59313,600,59886,101587
2015/05/20,33372,12642,31863,31863,6674,2113,65394,8170,,729,105933,2482,149816,36848,59440,600,59955,101645
2015/05/21,33462,12653,31868,31868,6679,2119,65430,8173,,731,106057,2483,150090,36902,59532,600,60011,101713
2015/05/22,33533,12662,31867,31867,6682,2127,65482,8180,,731,106163,2486,150423,36954,59585,600,60076,101774
2015/05/23,33596,12670,31866,31866,6685,2137,65516,8185,,732,106231,2489,150683,37062,59653,600,60129,101837
2015/05/24,33621,12680,31872,31872,6685,2145,65563,8189,,732,106351,2491,150889,37004,59718,600,60169,101863
2015/05/25,33663,12688,31870,31870,6684,2158,65607,8192,,733,106400,2491,151128,37081,59805,600,60217,101897
2015/05/26,33722,12693,31869,31869,6688,2177,65636,8197,,733,106565,2493,151448,35911,59925,600,60269,101947
2015/05/27,33778,12699,31871,31871,6690,2190,65695,8201,,736,106712,2494,151767,37165,60050,600,60352,102004
2015/05/28,33839,12709,31875,31875,6695,2195,65746,8203,,736,106811,2501,152089,37221,60200,600,60411,102071
2015/05/29,33922,12720,31876,31876,6696,2211,65775,8205,,737,106887,2503,152365,37252,60314,600,60478,102143
2015/05/30,33988,12734,31879,31879,6700,2221,65814,8214,,738,107082,2506,152623,37293,60400,600,60532,102195
2015/05/31,34026,12737,31891,31891,6703,2231,65877,8219,,739,107125,2508,152823,37393,60454,600,60572,102235
2015/06/01,34099,12764,31892,31892,6707,2237,65926,8222,,740,107213,2509,153037,37428,60526,600,60608,102280
2015/06/02,34173,12768,31896,31896,6711,2242,65982,8228,,740,107307,2509,153324,37471,60599,600,60656,102324
2015/06/03,34214,12773,31896,31896,6719,2258,66036,8244,,744,107503,2509,153616,37527,60684,600,60735,102385
2015/06/04,34275,12791,31903,31903,6727,2263,66144,8252,,744,107631,2514,153902,37601,60785,600,60795,102461
2015/06/05,34336,12797,31905,31905,6732,2268,66201,8256,,746,107702,2517,154230,37654,60875,600,60871,102513
2015/06/06,34392,12801,31912,31912,6737,2281,66226,8258,,747,107864,2517,154428,37680,60954,600,60915,102571
2015/06/07,34438,12807,31930,31930,6740,2291,66263,8258,,748,107899,2518,154634,37711,61011,600,60961,102591
2015/06/08,34484,12815,31934,31934,6740,2297,66289,8263,,748,107959,2522,154888,37743,61109,600,61018,102630
2015/06/09,34539,12827,31935,31936,6745,2302,66313,8266,,750,108051,2523,155167,37808,61216,600,61062,102685
2015/06/10,34610,12834,31937,31937,6753,2310,66333,8272,,750,108220,2525,155450,37846,61326,600,61110,102748
2015/06/11,34674,12846,31940,31939,6759,2317,67154,8282,,750,108498,2526,155752,37865,61406,600,61175,102806
2015/06/12,34738,12853,31948,31948,6768,2324,68066,8285,,752,108591,2526,156062,37918,61478,600,61251,102850
2015/06/13,34777,12859,31954,31954,6774,,68921,8291,,752,108693,2531,156310,37949,,600,61292,102895
2015/06/14,34837,12866,31962,31962,6777,2337,69779,8294,,752,108727,2533,156503,37978,,600,61344,102936
2015/06/15,34871,12876,31966,31966,6779,2343,70547,8299,,753,108770,2535,156722,38010,,600,61384,102972
2015/06/16,34928,12886,31968,31968,6786,2358,71226,8312,,754,108851,2538,157017,38048,,600,61462,103028
2015/06/17,34999,12895,31980,31980,6791,2365,71839,8320,,754,108972,2542,157344,38093,,600,61498,103091
2015/06/18,35054,12910,31987,31987,6794,2375,72331,8323,,754,109058,2542,157656,38154,,600,61566,103132
2015/06/19,35140,12919,31995,,6778,2379,72780,8328,,755,109170,2541,157930,38179,,600,61605,103186
2015/06/20,35213,12926,31997,31997,6778,2386,73151,8332,,756,109283,2540,158169,38204,,600,61642,103231
2015/06/21,35240,12930,32000,32000,6779,2392,73481,8337,,756,109326,2540,158347,38200,,600,61666,103267
2015/06/22,35324,12933,32001,32001,6786,2402,73721,8342,,756,109358,2540,158551,38260,,600,61714,103319
2015/06/23,35408,12935,32004,32003,6790,2414,73956,8347,,760,109492,2542,158819,38302,,600,61759,103371
2015/06/24,35490,12944,32009,32009,6800,2416,74199,8349,,762,109621,2547,159129,38338,,600,61822,103429
2015/06/25,35567,12957,32011,32011,6806,2423,74430,8355,,762,109710,2549,159428,38390,,600,61882,103466
2015/06/26,35593,12967,32014,32014,6812,2427,74628,8359,,763,109780,2549,159728,38430,,600,61934,103519
2015/06/27,35645,12973,32018,32018,6816,2434,74798,8363,,767,109856,2551,159990,38467,,600,61987,103597
2015/06/28,35687,12974,32027,32027,6817,2441,74932,8370,,768,109898,2551,160190,38497,,600,62033,103633
2015/06/29,35734,12977,32040,32040,6817,2449,75088,8371,,768,109954,2555,160441,38521,,600,62081,103713
2015/06/30,35811,12986,32046,32046,6819,2462,75226,8378,,769,110063,2555,160717,38556,,600,62140,103775
2015/07/01,35871,12992,32052,32052,6784,2471,75360,8383,,769,110182,2555,161055,38658,,600,62189,103827
2015/07/02,35930,13003,32055,32055,6793,2476,75484,8386,,769,110309,2553,161311,38713,,600,62243,103885
2015/07/03,35998,13013,32059,32059,6789,2482,75619,8389,,770,110384,2555,161630,38854,,600,62307,103940
2015/07/04,36074,13018,32067,32067,6795,2485,75735,8391,,770,110427,2557,161894,38886,,600,62356,103991
2015/07/05,36101,13032,32071,32071,6797,2494,75856,8395,,771,110474,2558,162104,38905,,600,62385,104035
2015/07/06,36139,13045,32086,32086,6798,2502,75975,8398,,767,110511,2559,162394,38958,,600,62439,104076
2015/07/07,36204,13057,32093,32094,6802,2511,76093,8404,,768,110576,2559,162788,39005,,600,62488,104136
2015/07/08,36264,13060,32094,32094,6810,2518,76233,8408,,769,110636,2560,163202,39062,,600,62571,104187
2015/07/09,36331,13065,32097,,6816,2530,76391,8410,,770,110804,2562,163527,39098,,600,62642,104262
2015/07/10,36399,13075,32097,32097,6817,2534,76537,8413,,770,110945,2563,163839,39131,,600,62693,104329
2015/07/11,36479,13083,32100,32100,6823,2538,76677,8414,,771,110995,2564,164088,39196,,600,62750,104379
2015/07/12,36521,13090,32101,32101,6824,2544,76814,8419,,771,111033,2566,164298,39236,,600,62783,104417
2015/07/13,36580,13094,32104,32104,6826,2554,76975,8422,,771,111083,2571,164594,39298,,600,62829,104460
2015/07/14,36648,13106,32111,32111,6826,2560,77176,8429,,771,111410,2576,164911,39332,,600,62881,104525
2015/07/15,36707,13118,32113,32113,6840,2565,77301,8436,746,773,111488,2583,165245,39378,64394,600,62932,104571
2015/07/16,36769,13124,32114,32113,6849,2570,77500,8439,746,776,111572,2584,165548,39424,64503,600,62988,104621
2015/07/17,0,13133,32125,32125,6856,2580,77642,8444,748,779,111674,2584,165890,,64584,600,63052,104665
2015/07/18,36871,13148,32130,32130,6859,2584,77808,8450,750,779,111714,2586,166116,39484,64672,600,63103,104712
2015/07/19,36901,13153,32136,32136,6868,2586,77944,8452,753,779,111714,2582,166304,39493,64735,600,63140,104741
2015/07/20,36934,13169,32139,32138,6871,2592,78080,8455,756,780,111832,2583,166578,39533,64817,600,63193,104785
2015/07/21,37003,13179,32142,32142,6876,2601,78267,8456,759,779,111922,2585,166910,38691,64965,600,63285,104851
2015/07/22,37082,13187,32154,32154,6880,2608,78416,8462,765,780,112043,2585,167248,39615,65076,600,63338,104893
